pageid,name,coords,region,quality_score,rating_raw,rating_clean,time_lowhours,time_highhours,distance_mi,num_rappels,longest_raw,longest_rappel_ft,best_season_raw,season_spring,season_summer,season_fall,season_winter,best_season_notes,shuttle_raw,shuttle_minutes,vehicle_raw,vehicle_required
938,Not Annie's,"37° 21' 40.32"" N, 110° 46' 9.12"" W",Bullfrog,0.0,,,,,,,,,,,,,,,,,,False
85441,Second Guess Fork,"37° 39' 43.20"" N, 110° 34' 53.40"" W",Ticaboo Mesa,0.0,3A II (<i>v3a1 II</i>),3A II,,,,,,,,,,,,,0 minutes,0.0,,False
85383,Selfish Fork,"37° 39' 43.56"" N, 110° 34' 32.88"" W",Ticaboo Mesa,0.0,,,,,,,,,,,,,,,0 minutes,0.0,,False
943,Seven Mile Canyon (Little East Fork),"37° 39' 55.08"" N, 110° 34' 39.72"" W",Ticaboo Mesa,0.0,,,,,,,,,,,,,,,,,,False
11022,Shuffleboard Canyon,"37° 37' 32.16"" N, 110° 39' 15.12"" W",Ticaboo Mesa,0.0,2A II (<i>v1a1 II</i>),2A II,4.0,5.0,4.2,,0 ft,0,,,,,,,,,,False
39644,Sleepytime Trio,"37° 42' 1.80"" N, 110° 35' 12.12"" W",Ticaboo Mesa,0.0,4A III (<i>v4a1 III</i>),4A III,6.0,7.0,7.3,3,190 ft,190,,,,,,,,,,False
85451,Slip N Slide Canyons,"37° 33' 21.96"" N, 110° 38' 40.92"" W",Ticaboo Mesa,0.0,,,,,,,,,,,,,,,,,,False
944,Smith Fork (Minor Fork),"37° 37' 26.04"" N, 110° 38' 57.12"" W",Ticaboo Mesa,0.0,,,,,,,,,,,,,,,,,,False
945,Smith Fork (North Fork),"37° 37' 24.60"" N, 110° 38' 36.60"" W",Ticaboo Mesa,0.0,,,,,,,,,,,,,,,,,,False
19769,Smith Fork (South Fork),"37° 37' 18.12"" N, 110° 38' 14.28"" W",Ticaboo Mesa,0.0,,,,,,,,,,,,,,,,,,False
19742,Twilight Canyon,"37° 10' 49.08"" N, 110° 58' 35.76"" W",Glen Canyon NRA,0.0,,,,,,,,,,,,,,,,,,False
